InputNet,MatchedNet,Design,SimilarityScore,Width,Height,PinCount
NET_TEST_1,NET_QS96,Design_7,0.0014,620.0459,565.1615,15.6
NET_TEST_1,NET_GW5C,Design_7,0.0014,579.9021,732.9388,3.1
NET_TEST_1,NET_N4P3,Design_9,0.0014,632.7609,531.7437,11.7
NET_TEST_1,NET_ZNI0,Design_10,0.0014,582.5877,683.396,2.9
NET_TEST_1,NET_ZNI0,Design_10,0.0014,581.4403,810.3404,13.6
NET_TEST_1,NET_GAD4,Design_1,0.0013,543.0932,546.5043,11.2
NET_TEST_1,NET_UZFM,Design_3,0.0013,580.058,501.957,9.3
NET_TEST_1,NET_LBME,Design_3,0.0013,556.1224,874.4356,2.4
NET_TEST_1,NET_DKBN,Design_4,0.0013,541.6343,578.5874,13.3
NET_TEST_1,NET_BIJ6,Design_5,0.0013,541.3253,854.9609,3.2
NET_TEST_1,NET_BIJ6,Design_5,0.0013,558.5198,564.6956,18.2
NET_TEST_1,NET_E3GE,Design_5,0.0013,538.0388,643.7669,10.3
NET_TEST_1,NET_Q2DC,Design_6,0.0013,553.4534,581.2604,6.0
NET_TEST_1,NET_NJ4H,Design_6,0.0013,565.6833,615.2195,2.6
NET_TEST_1,NET_S40F,Design_7,0.0013,555.4805,514.0226,17.8
NET_TEST_1,NET_S40F,Design_7,0.0013,530.0282,685.4177,11.3
NET_TEST_1,NET_D6A6,Design_7,0.0013,564.1566,869.8036,4.8
NET_TEST_1,NET_O8H0,Design_7,0.0013,606.4133,449.7065,8.1
NET_TEST_1,NET_3YO9,Design_9,0.0013,528.4958,700.1713,4.4
NET_TEST_1,NET_CZE6,Design_9,0.0013,520.769,732.9342,9.2
NET_TEST_1,NET_VQ9A,Design_9,0.0013,540.6172,797.0382,14.9
NET_TEST_1,NET_CA7K,Design_9,0.0013,558.5217,716.4018,3.6
NET_TEST_1,NET_MODF,Design_10,0.0013,541.9,688.7442,14.3
NET_TEST_1,NET_XAZ0,Design_1,0.0012,540.5071,452.0,11.6
NET_TEST_1,NET_FCGL,Design_2,0.0012,547.8281,434.2805,12.1
NET_TEST_1,NET_OV0R,Design_3,0.0012,501.0984,677.4877,16.7
NET_TEST_1,NET_EF0P,Design_3,0.0012,518.2508,574.0361,10.6
NET_TEST_1,NET_UZFM,Design_3,0.0012,503.2616,623.5854,4.7
NET_TEST_1,NET_ABFO,Design_5,0.0012,511.1531,445.4349,12.8
NET_TEST_1,NET_CZE6,Design_9,0.0012,536.8819,506.386,8.1
NET_TEST_1,NET_LD98,Design_10,0.0012,500.9651,587.2853,10.4
NET_TEST_2,NET_76RW,Design_10,0.0609,943.2028,612.3609,3.8
NET_TEST_2,NET_DAUG,Design_2,0.0548,966.9002,603.1025,8.5
NET_TEST_2,NET_UC3G,Design_10,0.0382,925.0299,596.5845,9.8
NET_TEST_2,NET_DKBN,Design_4,0.0236,983.2719,575.4256,9.3
NET_TEST_2,NET_DF91,Design_2,0.022,907.0715,610.858,5.6
NET_TEST_2,NET_3YO9,Design_9,0.0197,995.4722,579.9684,10.7
NET_TEST_2,NET_MVEH,Design_4,0.0178,992.0725,565.635,18.9
NET_TEST_2,NET_3JWI,Design_7,0.0177,894.9221,594.0414,7.7
NET_TEST_2,NET_QJTY,Design_5,0.0174,894.1667,601.8824,2.5
NET_TEST_2,NET_EF0P,Design_3,0.0173,945.4202,543.6501,6.3
NET_TEST_2,NET_ZFOW,Design_6,0.0166,975.7026,547.2448,2.4
NET_TEST_2,NET_N4P3,Design_9,0.0161,977.288,545.151,8.4
NET_TEST_2,NET_R32A,Design_1,0.0157,898.1078,566.0211,19.0
NET_TEST_2,NET_DKDY,Design_3,0.0157,932.884,539.5272,10.6
NET_TEST_2,NET_GTF3,Design_5,0.0146,885.6407,619.696,3.5
NET_TEST_2,NET_ABFO,Design_5,0.0144,910.5435,655.4034,19.4
NET_TEST_2,NET_GAD4,Design_1,0.0134,1022.0596,614.2499,14.2
NET_TEST_2,NET_JU0V,Design_10,0.0133,984.8554,665.5991,14.4
NET_TEST_2,NET_T4CJ,Design_7,0.0132,1015.5529,564.6886,3.0
NET_TEST_2,NET_0VCW,Design_10,0.0131,1022.9889,581.6862,14.3
NET_TEST_2,NET_GLAL,Design_9,0.0129,886.8347,557.4287,16.2
NET_TEST_2,NET_CA7K,Design_9,0.0128,1026.1296,592.0722,16.8
NET_TEST_2,NET_EO9Z,Design_6,0.0125,961.3253,522.2432,15.0
NET_TEST_2,NET_J2XO,Design_8,0.012,1029.1796,577.9664,5.0
NET_TEST_2,NET_DKDY,Design_3,0.0119,1008.685,541.6172,6.0
NET_TEST_2,NET_UC3G,Design_10,0.0109,960.1256,510.0959,8.9
NET_TEST_2,NET_UC3G,Design_10,0.0107,945.9057,507.878,14.0
NET_TEST_2,NET_QJTY,Design_5,0.0106,1039.3292,626.637,4.8
NET_TEST_2,NET_ZNI0,Design_10,0.0093,980.5337,702.246,18.3
NET_TEST_2,NET_JU0V,Design_10,0.009,842.3969,577.5101,9.1
NET_TEST_2,NET_GAD4,Design_1,0.0088,849.9918,547.6706,14.2
NET_TEST_2,NET_ULY4,Design_5,0.0088,1061.7442,612.8629,7.8
NET_TEST_2,NET_NCG3,Design_3,0.0086,1021.7048,689.5972,15.6
NET_TEST_2,NET_DF91,Design_2,0.0081,1069.7787,624.9179,8.1
NET_TEST_2,NET_DKDY,Design_3,0.0081,828.8894,590.7813,2.2
NET_TEST_2,NET_FVK3,Design_3,0.008,970.2159,723.0247,8.7
NET_TEST_2,NET_KE9Y,Design_8,0.0078,934.3199,474.3395,3.0
NET_TEST_2,NET_16HM,Design_5,0.0077,978.1407,475.0644,3.5
NET_TEST_2,NET_JSY9,Design_5,0.0076,911.1215,725.177,7.0
NET_TEST_2,NET_7Z2R,Design_4,0.0073,813.5993,600.6277,5.4
NET_TEST_2,NET_XAZ0,Design_1,0.0071,833.481,678.3507,9.8
NET_TEST_2,NET_XJPY,Design_3,0.007,867.7744,715.4157,11.4
NET_TEST_2,NET_MVEH,Design_4,0.0068,887.4075,732.7276,13.6
NET_TEST_2,NET_J2XO,Design_8,0.0068,845.738,703.6428,4.0
NET_TEST_2,NET_JU0V,Design_10,0.0068,950.4592,455.0205,12.0
NET_TEST_2,NET_I0JS,Design_2,0.0067,1086.1307,543.4252,17.7
NET_TEST_2,NET_S40F,Design_7,0.0067,894.7204,738.3459,6.4
NET_TEST_2,NET_I0JS,Design_2,0.0065,819.3977,681.4378,13.8
NET_TEST_2,NET_QJTY,Design_5,0.0065,1043.1063,719.9926,15.9
NET_TEST_2,NET_GLAL,Design_9,0.0065,824.5599,688.8542,14.8
NET_TEST_2,NET_GLAL,Design_9,0.0065,1078.8641,519.3152,10.9
NET_TEST_2,NET_ABFO,Design_5,0.0064,902.506,451.8407,17.4
NET_TEST_2,NET_MODF,Design_10,0.0064,1099.33,643.617,3.0
NET_TEST_2,NET_I0JS,Design_2,0.0063,1072.7716,696.8687,3.7
NET_TEST_2,NET_76RW,Design_10,0.0063,929.733,757.2689,6.2
NET_TEST_2,NET_XAZ0,Design_1,0.0061,1027.6559,458.2378,8.6
NET_TEST_2,NET_TIY8,Design_3,0.0061,848.3187,472.2626,11.6
NET_TEST_2,NET_GW5C,Design_7,0.006,922.7763,437.6349,11.2
NET_TEST_2,NET_JU0V,Design_10,0.0059,938.8074,767.0854,12.8
NET_TEST_2,NET_9UJ6,Design_2,0.0058,1021.7017,756.8247,10.7
NET_TEST_2,NET_VJNW,Design_2,0.0057,775.7193,609.5039,2.4
NET_TEST_2,NET_OV0R,Design_3,0.0056,792.8997,514.344,16.0
NET_TEST_2,NET_LBME,Design_3,0.0056,1086.9801,715.046,13.7
NET_TEST_2,NET_ZFOW,Design_6,0.0055,800.469,498.0506,17.1
NET_TEST_2,NET_R32A,Design_1,0.0054,1013.113,426.6007,14.6
NET_TEST_2,NET_7YGN,Design_4,0.0054,902.3738,778.7725,3.3
NET_TEST_2,NET_LD98,Design_10,0.0054,801.5697,492.7168,4.3
NET_TEST_2,NET_E3GE,Design_5,0.0053,1112.7875,507.2367,3.6
NET_TEST_2,NET_4ULB,Design_10,0.0053,899.4829,778.8697,17.4
NET_TEST_2,NET_JQR1,Design_9,0.0052,1081.3632,736.6302,7.4
NET_TEST_2,NET_VQ9A,Design_9,0.0052,1062.6428,443.9127,14.6
NET_TEST_2,NET_YDG7,Design_9,0.0052,826.3078,744.1313,13.5
NET_TEST_2,NET_GTF3,Design_5,0.0051,898.7338,411.7361,18.2
NET_TEST_2,NET_D6A6,Design_7,0.0051,1065.6418,757.6229,2.3
NET_TEST_2,NET_ZJ4R,Design_10,0.0051,757.4239,615.8743,6.4
NET_TEST_2,NET_XAZ0,Design_1,0.005,914.6712,795.8689,13.2
NET_TEST_2,NET_5U69,Design_2,0.005,1146.6746,635.6995,6.2
NET_TEST_2,NET_VJNW,Design_2,0.005,862.4103,779.2841,4.1
NET_TEST_2,NET_AMAL,Design_4,0.005,936.2524,799.5218,9.4
NET_TEST_2,NET_UZFM,Design_3,0.0049,752.2173,636.9685,15.6
NET_TEST_2,NET_JQR1,Design_9,0.0049,747.9267,619.319,19.9
NET_TEST_2,NET_7YGN,Design_4,0.0048,770.0352,499.2166,14.9
NET_TEST_2,NET_YDG7,Design_9,0.0048,891.514,402.9223,9.7
NET_TEST_2,NET_FCGL,Design_2,0.0047,770.3166,490.3061,8.6
NET_TEST_2,NET_S40F,Design_7,0.0047,817.2939,766.509,5.1
NET_TEST_2,NET_QS96,Design_7,0.0047,1160.1902,595.9039,9.2
NET_TEST_2,NET_A2SI,Design_9,0.0047,740.5549,608.544,16.9
NET_TEST_2,NET_4ULB,Design_10,0.0047,747.9312,660.8851,5.4
NET_TEST_2,NET_5U69,Design_2,0.0046,975.0162,817.038,14.8
NET_TEST_2,NET_VZB1,Design_2,0.0046,878.1073,803.6287,7.8
NET_TEST_2,NET_EF0P,Design_3,0.0046,945.2217,818.4294,15.1
NET_TEST_2,NET_EF0P,Design_3,0.0046,821.7329,425.3839,5.7
NET_TEST_2,NET_AMAL,Design_4,0.0046,813.5887,770.1922,10.2
NET_TEST_2,NET_O8H0,Design_7,0.0046,763.8111,487.115,14.4
NET_TEST_2,NET_0VCW,Design_10,0.0046,1164.1481,635.2013,12.9
NET_TEST_2,NET_DF91,Design_2,0.0045,761.1206,716.5196,18.0
NET_TEST_2,NET_DKDY,Design_3,0.0045,735.1183,545.513,18.1
NET_TEST_2,NET_16HM,Design_5,0.0045,1130.5756,723.7937,3.3
NET_TEST_2,NET_S40F,Design_7,0.0045,1158.3388,524.5886,13.2
NET_TEST_2,NET_J2XO,Design_8,0.0045,764.2479,717.3127,18.2
NET_TEST_2,NET_XAZ0,Design_1,0.0044,737.2675,677.2363,4.3
NET_TEST_2,NET_DKBN,Design_4,0.0044,1101.0843,430.308,18.6
NET_TEST_2,NET_NJ4H,Design_6,0.0044,1169.849,545.3564,3.6
NET_TEST_2,NET_0VCW,Design_10,0.0044,728.7579,638.1047,7.3
NET_TEST_2,NET_ZJ4R,Design_10,0.0044,982.5007,825.9112,12.7
NET_TEST_2,NET_WJXZ,Design_2,0.0043,1145.601,723.6321,13.6
NET_TEST_2,NET_Q2DC,Design_6,0.0043,1156.0787,493.1196,2.1
NET_TEST_2,NET_Q2DC,Design_6,0.0043,735.1673,679.5649,10.9
NET_TEST_2,NET_N4P3,Design_9,0.0043,732.4626,676.7804,14.3
NET_TEST_2,NET_UKQT,Design_3,0.0042,1184.2968,634.3433,3.7
NET_TEST_2,NET_DKBN,Design_4,0.0042,788.5105,770.9387,5.4
NET_TEST_2,NET_16HM,Design_5,0.0042,729.3617,513.0495,16.6
NET_TEST_2,NET_D6A6,Design_7,0.0042,1115.6528,772.3257,19.5
NET_TEST_2,NET_D6A6,Design_7,0.0042,777.0524,764.2848,12.6
NET_TEST_2,NET_GLAL,Design_9,0.0042,753.51,729.5812,12.8
NET_TEST_2,NET_0VCW,Design_10,0.0042,741.5579,484.7789,7.9
NET_TEST_2,NET_FVK3,Design_3,0.0041,841.6915,819.6067,7.9
NET_TEST_2,NET_ULY4,Design_5,0.0041,904.9691,839.4095,14.8
NET_TEST_2,NET_MODF,Design_10,0.0041,723.3229,683.1394,12.4
NET_TEST_2,NET_OV0R,Design_3,0.004,791.072,408.3258,11.0
NET_TEST_2,NET_KE9Y,Design_8,0.004,772.4239,776.0104,19.5
NET_TEST_2,NET_ZJ4R,Design_10,0.004,1198.3325,631.762,18.2
NET_TEST_2,NET_VJNW,Design_2,0.0039,713.4363,693.3608,9.8
NET_TEST_2,NET_TIY8,Design_3,0.0039,696.7428,559.7989,14.4
NET_TEST_2,NET_LBME,Design_3,0.0039,1020.1926,848.158,4.3
NET_TEST_2,NET_7Z2R,Design_4,0.0039,761.3574,425.856,3.0
NET_TEST_2,NET_JU0V,Design_10,0.0039,794.5918,805.6348,9.0
NET_TEST_2,NET_WJXZ,Design_2,0.0038,719.9932,719.4141,11.4
NET_TEST_2,NET_UKQT,Design_3,0.0038,1165.6939,454.789,6.4
NET_TEST_2,NET_UKQT,Design_3,0.0038,1140.126,415.3806,14.3
NET_TEST_2,NET_I0JS,Design_2,0.0037,939.3216,871.921,8.5
NET_TEST_2,NET_VHAL,Design_2,0.0037,693.0713,686.0908,7.8
NET_TEST_2,NET_E3GE,Design_5,0.0037,1216.7912,597.5872,11.9
NET_TEST_2,NET_EO9Z,Design_6,0.0037,689.2775,523.9055,18.8
NET_TEST_2,NET_CA7K,Design_9,0.0037,694.0367,505.4697,5.1
NET_TEST_2,NET_ZNI0,Design_10,0.0037,1013.8578,861.6259,12.6
NET_TEST_2,NET_0VCW,Design_10,0.0037,693.7989,512.9798,14.5
NET_TEST_2,NET_WVKE,Design_10,0.0037,1192.3324,486.2652,13.1
NET_TEST_2,NET_VZB1,Design_2,0.0036,1026.3953,868.8917,15.6
NET_TEST_2,NET_NCG3,Design_3,0.0036,698.1924,476.5826,15.7
NET_TEST_2,NET_OV0R,Design_3,0.0036,1219.5802,648.927,10.7
NET_TEST_2,NET_ULY4,Design_5,0.0036,1217.2173,522.9195,10.8
NET_TEST_2,NET_Q2DC,Design_6,0.0036,1141.9878,403.8103,16.6
NET_TEST_2,NET_GW5C,Design_7,0.0036,1054.3343,859.8419,17.5
NET_TEST_2,NET_CA7K,Design_9,0.0036,672.6554,604.5661,17.8
NET_TEST_2,NET_FMHB,Design_1,0.0035,710.0006,439.7498,7.3
NET_TEST_2,NET_J2XO,Design_8,0.0035,1220.9595,694.7184,10.5
NET_TEST_2,NET_R32A,Design_1,0.0034,661.4315,562.6095,11.5
NET_TEST_2,NET_DAUG,Design_2,0.0034,1085.3815,857.5728,6.4
NET_TEST_2,NET_VHAL,Design_2,0.0034,667.6177,670.6953,2.8
NET_TEST_2,NET_7Z2R,Design_4,0.0034,977.4428,892.529,12.9
NET_TEST_2,NET_QJTY,Design_5,0.0034,1239.593,607.6187,2.2
NET_TEST_2,NET_S40F,Design_7,0.0034,686.8964,469.411,2.9
NET_TEST_2,NET_3JWI,Design_7,0.0034,1220.6602,708.1015,7.7
NET_TEST_2,NET_3YO9,Design_9,0.0034,862.0104,879.1503,3.9
NET_TEST_2,NET_CA7K,Design_9,0.0034,1109.8466,849.237,7.7
NET_TEST_2,NET_9UJ6,Design_2,0.0033,689.3125,451.4107,18.1
NET_TEST_2,NET_FVK3,Design_3,0.0033,673.6582,477.1807,16.8
NET_TEST_2,NET_T4CJ,Design_7,0.0033,684.0356,738.9334,3.5
NET_TEST_2,NET_A2SI,Design_9,0.0033,1057.4821,885.8504,11.2
NET_TEST_2,NET_76RW,Design_10,0.0033,1213.5112,450.8011,3.1
NET_TEST_2,NET_VZB1,Design_2,0.0032,640.1444,647.7134,8.0
NET_TEST_2,NET_XJPY,Design_3,0.0032,673.3007,458.4554,19.3
NET_TEST_2,NET_EF0P,Design_3,0.0032,699.6383,412.352,3.5
NET_TEST_2,NET_LBME,Design_3,0.0032,1138.6932,850.0286,19.5
NET_TEST_2,NET_DKBN,Design_4,0.0032,640.9177,635.384,11.6
NET_TEST_2,NET_AMAL,Design_4,0.0032,638.6,601.5362,18.8
NET_TEST_2,NET_AMAL,Design_4,0.0032,1262.8963,639.2266,6.2
NET_TEST_2,NET_DSWU,Design_8,0.0032,1203.4574,785.8266,16.3
NET_TEST_2,NET_A2SI,Design_9,0.0032,636.2185,601.2555,9.4
NET_TEST_2,NET_UC3G,Design_10,0.0032,734.3301,819.8449,18.3
NET_TEST_2,NET_JU0V,Design_10,0.0032,794.0851,872.87,7.8
NET_TEST_2,NET_GAD4,Design_1,0.0031,1121.7898,866.0618,17.3
NET_TEST_2,NET_FCGL,Design_2,0.0031,628.799,627.5392,3.0
NET_TEST_2,NET_WJXZ,Design_2,0.0031,644.2765,485.7796,15.8
NET_TEST_2,NET_DF91,Design_2,0.0031,672.7593,437.8234,7.7
NET_TEST_2,NET_VZB1,Design_2,0.0031,1244.646,476.1504,7.4
NET_TEST_2,NET_OV0R,Design_3,0.0031,666.1838,458.9593,17.0
NET_TEST_2,NET_QJTY,Design_5,0.0031,774.1086,872.5477,5.7
NET_TEST_2,NET_4IWA,Design_5,0.0031,648.5336,705.8233,19.0
NET_TEST_2,NET_E3GE,Design_5,0.0031,712.7876,812.3122,16.0
NET_TEST_2,NET_EO9Z,Design_6,0.0031,1074.2448,898.9344,13.3
NET_TEST_2,NET_Q2DC,Design_6,0.0031,760.3829,863.2868,4.2
NET_TEST_2,NET_QS96,Design_7,0.0031,785.2761,873.6265,4.6
NET_TEST_2,NET_O8H0,Design_7,0.0031,1210.0943,791.4625,8.2
NET_TEST_2,NET_A2SI,Design_9,0.0031,737.2043,842.1699,13.9
NET_TEST_2,NET_N4P3,Design_9,0.0031,632.7609,531.7437,11.7
NET_TEST_2,NET_CZE6,Design_9,0.0031,1248.9895,469.6794,7.1
NET_TEST_2,NET_MODF,Design_10,0.0031,1232.212,762.3652,19.8
NET_TEST_2,NET_WVKE,Design_10,0.0031,806.0473,881.8151,7.1
NET_TEST_2,NET_OV0R,Design_3,0.003,1122.6673,882.5938,8.8
NET_TEST_2,NET_EF0P,Design_3,0.003,1256.5806,741.5671,15.6
NET_TEST_2,NET_DKDY,Design_3,0.003,695.7219,808.7542,10.7
NET_TEST_2,NET_QS96,Design_7,0.003,620.0459,565.1615,15.6
NET_TEST_2,NET_3YO9,Design_9,0.003,1173.0904,844.3636,17.0
NET_TEST_2,NET_76RW,Design_10,0.003,675.572,795.646,10.3
NET_TEST_2,NET_FMHB,Design_1,0.0029,1243.7138,779.9441,7.2
NET_TEST_2,NET_FCGL,Design_2,0.0029,1210.3663,832.2861,14.6
NET_TEST_2,NET_5U69,Design_2,0.0029,1295.0943,624.792,19.8
NET_TEST_2,NET_DAUG,Design_2,0.0029,1283.2677,698.3051,8.0
NET_TEST_2,NET_I0JS,Design_2,0.0029,1271.1789,480.5671,18.9
NET_TEST_2,NET_TIY8,Design_3,0.0029,606.9685,628.5394,16.5
NET_TEST_2,NET_NCG3,Design_3,0.0029,706.9864,835.0672,8.4
NET_TEST_2,NET_NCG3,Design_3,0.0029,619.9956,673.9915,11.5
NET_TEST_2,NET_DKBN,Design_4,0.0029,1125.6593,893.9628,8.9
NET_TEST_2,NET_D6A6,Design_7,0.0029,1289.9733,596.068,19.0
NET_TEST_2,NET_3JWI,Design_7,0.0029,1293.0421,630.8492,4.9
NET_TEST_2,NET_DSWU,Design_8,0.0029,735.942,870.4744,14.0
NET_TEST_2,NET_J2XO,Design_8,0.0029,644.3322,745.3031,20.0
NET_TEST_2,NET_3YO9,Design_9,0.0029,712.3066,854.197,5.9
NET_TEST_2,NET_ZJ4R,Design_10,0.0029,724.6266,854.9621,11.6
NET_TEST_2,NET_R32A,Design_1,0.0028,1300.0318,594.5739,6.4
NET_TEST_2,NET_FMHB,Design_1,0.0028,1301.9618,622.4474,13.2
NET_TEST_2,NET_XAZ0,Design_1,0.0028,621.6164,732.422,15.6
NET_TEST_2,NET_WJXZ,Design_2,0.0028,1292.6884,503.1715,9.3
NET_TEST_2,NET_VJNW,Design_2,0.0028,1155.8912,896.5464,7.0
NET_TEST_2,NET_TIY8,Design_3,0.0028,1174.2923,878.6521,16.0
NET_TEST_2,NET_7Z2R,Design_4,0.0028,603.2658,683.0018,4.9
NET_TEST_2,NET_7Z2R,Design_4,0.0028,1273.5533,436.5574,9.7
NET_TEST_2,NET_KE9Y,Design_8,0.0028,1306.1377,646.2468,6.4
NET_TEST_2,NET_VQ9A,Design_9,0.0028,1266.1718,764.1328,17.5
NET_TEST_2,NET_YDG7,Design_9,0.0028,697.6762,848.7721,5.5
NET_TEST_2,NET_ZJ4R,Design_10,0.0028,1148.6806,889.5221,8.0
NET_TEST_2,NET_76RW,Design_10,0.0028,650.8598,787.0728,18.3
NET_TEST_2,NET_9UJ6,Design_2,0.0027,1221.1135,852.0127,7.6
NET_TEST_2,NET_I0JS,Design_2,0.0027,1318.4309,547.3349,4.6
NET_TEST_2,NET_NCG3,Design_3,0.0027,1307.5419,498.5359,4.6
NET_TEST_2,NET_7YGN,Design_4,0.0027,587.1736,609.6165,3.0
NET_TEST_2,NET_JSY9,Design_5,0.0027,607.5801,732.6334,12.1
NET_TEST_2,NET_JSY9,Design_5,0.0027,1300.0614,716.3874,15.7
NET_TEST_2,NET_3JWI,Design_7,0.0027,1175.628,888.6953,11.6
NET_TEST_2,NET_O8H0,Design_7,0.0027,606.4133,449.7065,8.1
NET_TEST_2,NET_CA7K,Design_9,0.0027,1275.3829,416.947,9.1
NET_TEST_2,NET_UZFM,Design_3,0.0026,580.058,501.957,9.3
NET_TEST_2,NET_QJTY,Design_5,0.0026,1292.405,760.5059,5.7
NET_TEST_2,NET_NJ4H,Design_6,0.0026,565.6833,615.2195,2.6
NET_TEST_2,NET_A2SI,Design_9,0.0026,1338.556,600.3619,7.7
NET_TEST_2,NET_UC3G,Design_10,0.0026,1333.0074,613.3478,4.7
NET_TEST_2,NET_ZNI0,Design_10,0.0026,582.5877,683.396,2.9
NET_TEST_2,NET_VJNW,Design_2,0.0025,639.1297,846.7818,5.1
NET_TEST_2,NET_XJPY,Design_3,0.0025,1287.3455,812.5056,3.6
NET_TEST_2,NET_TIY8,Design_3,0.0025,621.5319,823.9915,15.1
NET_TEST_2,NET_NCG3,Design_3,0.0025,1343.1529,629.9519,12.3
NET_TEST_2,NET_MVEH,Design_4,0.0025,1301.0098,790.7316,18.0
NET_TEST_2,NET_BIJ6,Design_5,0.0025,558.5198,564.6956,18.2
NET_TEST_2,NET_Q2DC,Design_6,0.0025,553.4534,581.2604,6.0
NET_TEST_2,NET_S40F,Design_7,0.0025,555.4805,514.0226,17.8
NET_TEST_2,NET_GW5C,Design_7,0.0025,579.9021,732.9388,3.1
NET_TEST_2,NET_VQ9A,Design_9,0.0025,1349.1482,661.6669,10.7
NET_TEST_2,NET_MODF,Design_10,0.0025,1316.1694,447.4004,17.6
NET_TEST_2,NET_GAD4,Design_1,0.0024,543.0932,546.5043,11.2
NET_TEST_2,NET_FVK3,Design_3,0.0024,1303.7986,825.656,14.8
NET_TEST_2,NET_UZFM,Design_3,0.0024,1233.8649,899.7212,14.9
NET_TEST_2,NET_DKBN,Design_4,0.0024,541.6343,578.5874,13.3
NET_TEST_2,NET_AMAL,Design_4,0.0024,1361.4543,519.1346,12.5
NET_TEST_2,NET_ABFO,Design_5,0.0024,1299.0391,815.8853,14.1
NET_TEST_2,NET_E3GE,Design_5,0.0024,538.0388,643.7669,10.3
NET_TEST_2,NET_NJ4H,Design_6,0.0024,1265.5698,861.2204,4.6
NET_TEST_2,NET_CZE6,Design_9,0.0024,536.8819,506.386,8.1
NET_TEST_2,NET_CA7K,Design_9,0.0024,558.5217,716.4018,3.6
NET_TEST_2,NET_ZNI0,Design_10,0.0024,581.4403,810.3404,13.6
NET_TEST_2,NET_MODF,Design_10,0.0024,541.9,688.7442,14.3
NET_TEST_2,NET_XAZ0,Design_1,0.0023,540.5071,452.0,11.6
NET_TEST_2,NET_FCGL,Design_2,0.0023,547.8281,434.2805,12.1
NET_TEST_2,NET_5U69,Design_2,0.0023,1295.5241,853.9757,15.8
NET_TEST_2,NET_FVK3,Design_3,0.0023,1293.5548,873.6468,15.7
NET_TEST_2,NET_EF0P,Design_3,0.0023,1337.8517,789.2315,19.1
NET_TEST_2,NET_EF0P,Design_3,0.0023,518.2508,574.0361,10.6
NET_TEST_2,NET_DKBN,Design_4,0.0023,1388.134,539.2549,14.5
NET_TEST_2,NET_MVEH,Design_4,0.0023,1353.4479,771.3412,8.2
NET_TEST_2,NET_GTF3,Design_5,0.0023,1355.4416,454.884,15.3
NET_TEST_2,NET_S40F,Design_7,0.0023,530.0282,685.4177,11.3
NET_TEST_2,NET_3YO9,Design_9,0.0023,528.4958,700.1713,4.4
NET_TEST_2,NET_ZJ4R,Design_10,0.0023,1337.8861,780.6712,3.2
NET_TEST_2,NET_GAD4,Design_1,0.0022,1406.4683,663.962,2.0
NET_TEST_2,NET_DF91,Design_2,0.0022,1331.7927,853.6012,2.9
NET_TEST_2,NET_VZB1,Design_2,0.0022,1401.2936,574.382,10.6
NET_TEST_2,NET_OV0R,Design_3,0.0022,501.0984,677.4877,16.7
NET_TEST_2,NET_UZFM,Design_3,0.0022,503.2616,623.5854,4.7
NET_TEST_2,NET_QS96,Design_7,0.0022,1382.8396,447.4191,11.2
NET_TEST_2,NET_3YO9,Design_9,0.0022,1378.2963,463.7945,19.0
NET_TEST_2,NET_CZE6,Design_9,0.0022,520.769,732.9342,9.2
NET_TEST_2,NET_VQ9A,Design_9,0.0022,540.6172,797.0382,14.9
NET_TEST_2,NET_LD98,Design_10,0.0022,500.9651,587.2853,10.4
NET_TEST_2,NET_LBME,Design_3,0.0021,556.1224,874.4356,2.4
NET_TEST_2,NET_BIJ6,Design_5,0.0021,541.3253,854.9609,3.2
NET_TEST_2,NET_ABFO,Design_5,0.0021,511.1531,445.4349,12.8
NET_TEST_2,NET_ABFO,Design_5,0.0021,1412.5542,456.7744,15.3
NET_TEST_2,NET_EO9Z,Design_6,0.0021,1401.3364,780.9328,4.2
NET_TEST_2,NET_D6A6,Design_7,0.0021,564.1566,869.8036,4.8
NET_TEST_2,NET_GW5C,Design_7,0.0021,1400.0353,737.9415,3.6
NET_TEST_2,NET_GLAL,Design_9,0.0021,1377.7189,799.6351,5.7
NET_TEST_2,NET_VQ9A,Design_9,0.0021,1323.2786,890.1976,2.7
NET_TEST_2,NET_JU0V,Design_10,0.0021,1410.636,513.8964,18.4
NET_TEST_2,NET_R32A,Design_1,0.002,1451.7701,554.5775,5.6
NET_TEST_2,NET_9UJ6,Design_2,0.002,1418.8604,417.6084,7.9
NET_TEST_2,NET_WJXZ,Design_2,0.002,1446.8265,653.8232,9.1
NET_TEST_2,NET_VHAL,Design_2,0.002,1438.9509,709.3115,17.9
NET_TEST_2,NET_LBME,Design_3,0.002,1424.4803,462.577,19.6
NET_TEST_2,NET_UKQT,Design_3,0.002,1396.7201,839.7433,16.2
NET_TEST_2,NET_Q2DC,Design_6,0.002,1377.0374,859.8666,2.8
NET_TEST_2,NET_KE9Y,Design_8,0.002,1428.6469,779.68,3.1
NET_TEST_2,NET_3YO9,Design_9,0.002,1434.4563,737.1559,19.6
NET_TEST_2,NET_LBME,Design_3,0.0019,1456.369,431.0232,10.9
NET_TEST_2,NET_7YGN,Design_4,0.0019,1434.2781,816.7942,14.0
NET_TEST_2,NET_BIJ6,Design_5,0.0019,1484.9961,530.1529,9.9
NET_TEST_2,NET_4IWA,Design_5,0.0019,1476.6724,522.5561,5.3
NET_TEST_2,NET_ZFOW,Design_6,0.0019,1389.4878,881.2878,15.9
